,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
194,brooklyn,Downtown Brooklyn,250 Gold Street,1,1,0,3900.0
195,brooklyn,Flatbush,2510 Bedford Avenue,1,1,0,2299.0
196,brooklyn,Williamsburg,1 N 4th Place,0.5,1,538,3795.0
197,brooklyn,Downtown Brooklyn,257 Gold Street,0.5,1,0,2995.0
198,brooklyn,Bushwick,412 Suydam Street,3,2,0,4000.0
199,brooklyn,Bushwick,842 Flushing Avenue,3,2,0,3900.0
200,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
201,brooklyn,Williamsburg,297 Broadway,4,2,0,6000.0
202,brooklyn,Bushwick,277 Menahan Street,4,1.5,0,3499.0
203,brooklyn,Crown Heights,2175 Bergen Street,3,2,0,3000.0
204,brooklyn,Williamsburg,209 Montrose Avenue,4,2,0,6750.0
205,brooklyn,Prospect Heights,662 Pacific Street,1,1,0,3815.0
206,brooklyn,Brighton Beach,2750 East 12th Street,0.5,1,0,1500.0
207,brooklyn,Brighton Beach,2750 East 12th Street,2,2,0,2600.0
208,brooklyn,Brighton Beach,1125 Banner Avenue,1,1,0,2000.0
209,brooklyn,New_Dev,1704 Ocean Avenue,2,2,0,2904.0
210,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
211,brooklyn,New_Dev,86 Fleet Place,0.5,1,501,3101.0
212,brooklyn,Downtown Brooklyn,250 Gold Street,2,1,0,4650.0
213,brooklyn,Bushwick,412 Suydam Street,3,2.5,0,4750.0
214,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
215,brooklyn,Bushwick,115 Stanwix Street,2,2,0,3800.0
216,brooklyn,New_Dev,1704 Ocean Avenue,1,1,0,2290.0
217,brooklyn,Bedford-Stuyvesant,591 Willoughby Avenue,2,1,900,2950.0
218,brooklyn,Bushwick,233 Weirfield Street,1,1,0,2550.0
219,brooklyn,Bushwick,115 Stanwix Street,1,1,0,3500.0
220,brooklyn,Brighton Beach,2750 East 12th Street,2,2,0,3800.0
221,brooklyn,Fort Greene,253 Cumberland Street,0.5,1,0,1895.0
222,brooklyn,Kensington,222 East Eighth Street,1,1,0,1750.0
223,brooklyn,Bushwick,115 Stanwix Street,2,1,0,3800.0
224,brooklyn,Prospect Lefferts Gardens,620 Parkside Avenue,3,1,0,3100.0
225,brooklyn,Williamsburg,1 N 4th Place,0.5,1,538,3795.0
226,brooklyn,Flatbush,200 Linden Boulevard,1,1,0,2549.0
227,brooklyn,Kensington,488 Ocean Parkway,1,1,0,1850.0
228,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
229,brooklyn,Kensington,315 Ocean Parkway,0.5,1,0,1600.0
230,brooklyn,Greenpoint,117 Freeman Street,1,1,0,2635.0
231,brooklyn,East Flatbush,3411 Farragut Road,2,1,0,2399.0
232,brooklyn,Kensington,110 Ocean Parkway,1,1,800,1995.0
233,brooklyn,Flatbush,822 Flatbush Avenue,2,2,0,3499.0
234,brooklyn,Homecrest,2355 East 12th Street,1,1,0,1650.0
235,brooklyn,East New York,483 Pennsylvan Avenue,1,1,0,1975.0
236,brooklyn,East New York,483 Pennsylvan Avenue,1,1,0,1900.0
237,brooklyn,Brooklyn Heights,38 Columbia Place,1,1,0,2400.0
238,brooklyn,East Williamsburg,250 Moore Street,0.5,1,1000,3500.0
239,brooklyn,DUMBO,100 Jay Street,1,1,0,4495.0
240,brooklyn,Prospect Park South,240 East 18th Street,1,1,0,1995.0
241,brooklyn,Williamsburg,97 Varet Street,3,1,0,3517.0
242,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
243,brooklyn,Midwood,1903 Ocean Avenue,1,1,0,1825.0
244,brooklyn,Bedford-Stuyvesant,593 Marcy Avenue,1,1,600,2475.0
245,brooklyn,Flatbush,3111 Glenwood Road,3,1,1000,2200.0
246,brooklyn,Bushwick,64 Harman Street,1,1,0,2099.0
247,brooklyn,Bushwick,73 Jefferson Street,4,1.5,0,3800.0
248,brooklyn,Fort Hamilton,357 88th Street,3,1,0,3500.0
249,brooklyn,Fort Hamilton,357 88th Street,2,1,0,2800.0
250,brooklyn,New_Dev,33 Bond Street,1,1,0,3910.0
251,brooklyn,New_Dev,33 Bond Street,2,2,0,6000.0
252,brooklyn,Fort Greene,810 Fulton Street,1,1,0,2499.0
253,brooklyn,Prospect Park South,20 Crooke Avenue,3,1,0,2650.0
254,brooklyn,New_Dev,33 Bond Street,1,1,0,3870.0
255,brooklyn,Bushwick,1114 Halsey Street,3,2,0,3995.0
256,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
257,brooklyn,East Williamsburg,203 Mckibbin Street,0.5,1,0,4000.0
258,brooklyn,Bushwick,334 Central Avenue,3,1,0,2995.0
259,brooklyn,Bushwick,170 Suydam Street,3,2,0,3300.0
260,brooklyn,Gravesend,2563 West 16th Street,3,1,800,2200.0
261,brooklyn,Brooklyn Heights,184 Joralemon Street,2,1,950,6295.0
262,brooklyn,Flatbush,1626 New York Avenue,3,2,1500,4300.0
263,brooklyn,East Flatbush,2032 East 41st Street,3,1.5,1600,2650.0
264,brooklyn,Gravesend,2514 East 1st Street,3,1,1000,2280.0
265,brooklyn,Kensington,796 Mcdonald Avenue,2,1,0,2275.0
266,brooklyn,Downtown Brooklyn,10 City Point,0.5,1,0,3075.0
267,brooklyn,Stuyvesant Heights,788 Madison Street,2,1,0,2630.0
268,brooklyn,Flatlands,1188 East 55th Street,3,1.5,1000,2800.0
269,brooklyn,Downtown Brooklyn,250 Gold Street,2,1.5,0,5200.0
270,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
271,brooklyn,Sunset Park,572 46th Street,3,1,1100,2150.0
272,brooklyn,Downtown Brooklyn,250 Gold Street,2,1,0,4900.0
273,brooklyn,Kensington,796 Mcdonald Avenue,4,2,0,3400.0
274,brooklyn,Stuyvesant Heights,645 Decatur Street,3,2,1200,3350.0
275,brooklyn,Bushwick,205 Central Avenue,1,1,0,2500.0
276,brooklyn,Bushwick,211 Central Avenue,3,2,0,4250.0
277,brooklyn,Flatbush,1410 New York Avenue,3,1,0,2100.0
278,brooklyn,Bushwick,205 Central Avenue,4,2,0,4500.0
279,brooklyn,East New York,659 Vermont Street,2,2,0,2200.0
280,brooklyn,New_Dev,86 Fleet Place,0.5,1,501,3101.0
281,brooklyn,Downtown Brooklyn,257 Gold Street,0.5,1,0,2995.0
282,brooklyn,Mapleton,2345 60th Street,2,1,759,2550.0
283,brooklyn,Mapleton,2345 60th Street,1,1,567,2000.0
284,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
285,brooklyn,Flatbush,2144 Cortelyou Road,1,1,0,1895.0
286,brooklyn,Borough Park,935 58th Street,3,1,1200,2500.0
287,brooklyn,Bushwick,207 Central Avenue,1,1,0,2499.0
288,brooklyn,Stuyvesant Heights,656 Macon Street,2,2,1200,4100.0
289,brooklyn,Greenwood,692 Fifth Avenue,2,1,800,2300.0
290,brooklyn,Bushwick,1106 Bushwick Avenue,1,1,0,2200.0
291,brooklyn,Bushwick,179 Saint Nicholas Avenue,3,2,900,3000.0
292,brooklyn,Greenpoint,88 Clay Street,1,1,0,3000.0
293,brooklyn,Fort Greene,241 Carlton Avenue,0.5,1,0,3700.0
294,brooklyn,Williamsburg,1 N 4th Place,1,1,600,4597.0
295,brooklyn,Downtown Brooklyn,257 Gold Street,1,1,0,4095.0
296,brooklyn,Midwood,1610 Avenue P,2,1,0,2295.0
297,brooklyn,East New York,293 Etna Street,2,1,1100,2000.0
298,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
299,brooklyn,Bedford-Stuyvesant,33 Little Nassau Street,1,1,0,2670.0
300,brooklyn,Bushwick,152 Grove Street,2,1,0,2549.0
301,brooklyn,Brighton Beach,230 Corbin Place,2,2,900,2600.0
302,brooklyn,Fort Hamilton,422 100th Street,3,2,0,2900.0
303,brooklyn,Bushwick,73A Cooper Street,2,3,0,3000.0
304,brooklyn,Crown Heights,1140 Saint Johns Place,2,1,0,2100.0
305,brooklyn,Ditmas Park,1900 Newkirk Avenue,2,1,0,2223.0
306,brooklyn,Sunset Park,360 49th Street,2,1,0,1750.0
307,brooklyn,Fort Hamilton,360 89th Street,3,2,1200,3195.0
308,brooklyn,Crown Heights,377 Montgomery Street,3,1,0,2870.0
309,brooklyn,New_Dev,10 Montieth Street,2,2,0,4325.0
310,brooklyn,Greenpoint,67 Huron Street,1,1,500,2200.0
311,brooklyn,Williamsburg,357 South 4th Street,3,1,0,4200.0
312,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
313,brooklyn,DUMBO,81 Washington Street,1,1,1267,6095.0
314,brooklyn,Bushwick,1213 Bushwick Avenue,3,1,0,2875.0
315,brooklyn,Kensington,39 Parkville Avenue,1,1,800,2100.0
316,brooklyn,Fort Hamilton,360 89th Street,2,1,800,2595.0
317,brooklyn,Bushwick,668 Bushwick Avenue,1,1,0,3000.0
318,brooklyn,Carroll Gardens,340 Carroll Street,1,1,700,2550.0
319,brooklyn,Bushwick,285 Wyckoff Avenue,3,1,0,2999.0
320,brooklyn,Ocean Hill,1244 Herkimer Street,2,1,0,2200.0
321,brooklyn,Stuyvesant Heights,962 Greene Avenue 1GARDEN,1,1,0,2500.0
322,brooklyn,Canarsie,1260 East 91st Street,2,1,850,2300.0
323,brooklyn,Bushwick,115 Stanwix Street,3,2,0,5500.0
324,brooklyn,New_Dev,169 Johnson Avenue,2,2,0,4850.0
325,brooklyn,Midwood,1202 Avenue K,2,1,0,2400.0
326,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
327,brooklyn,New_Dev,169 Johnson Avenue,2,1,0,4600.0
328,brooklyn,Williamsburg,357 South 4th Street,3,2,0,4400.0
329,brooklyn,Bay Ridge,333 Ovington Avenue,1,1,750,1600.0
330,brooklyn,Fort Greene,76 Clermont Avenue,2,1.5,1060,5500.0
331,brooklyn,Brooklyn Heights,89 Hicks Street,0.5,1,0,1864.0
332,brooklyn,Sheepshead Bay,2221 East 7th Street,2,1,0,2195.0
333,brooklyn,Crown Heights,993 President Street,1,1,0,2000.0
334,brooklyn,Weeksville,1610 Bergen Street,4,3,0,3400.0
335,brooklyn,Bedford-Stuyvesant,136 Hart Street,2,1,0,2899.0
336,brooklyn,Downtown Brooklyn,257 Gold Street,0.5,1,0,2995.0
337,brooklyn,Downtown Brooklyn,10 City Point,0.5,1,0,3075.0
338,brooklyn,East Flatbush,3401 Farragut Road,4,2,0,3000.0
339,brooklyn,East Flatbush,3405 Farragut Road,3,2,0,3000.0
340,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
341,brooklyn,East Flatbush,977 East 34th Street,2,2,0,2450.0
342,brooklyn,Greenpoint,26 West Street,0.5,1,0,2834.0
343,brooklyn,New_Dev,262 9th Street,2,2,0,10000.0
344,brooklyn,Farragut,1609 Brooklyn Avenue,2,2,0,2800.0
345,brooklyn,East Flatbush,977 East 34th Street,3,2,0,3000.0
346,brooklyn,Brownsville,45 Chester Street,4,1,0,2850.0
347,brooklyn,Brooklyn Heights,65 Pineapple Street,2,1,0,3300.0
348,brooklyn,Brighton Beach,10 Shore Boulevard,0.5,1,550,1615.0
349,brooklyn,East Flatbush,977 East 34th Street,4,3,0,3695.0
350,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
351,brooklyn,East Flatbush,1369 East 49th Street,2,1,1000,2200.0
352,brooklyn,Stuyvesant Heights,1064 Putnam Avenue,4,1.5,0,3450.0
353,brooklyn,Bushwick,296 Harman Street,2,1,0,2700.0
354,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
355,brooklyn,East Flatbush,977 East 34th Street,3,2,0,3000.0
356,brooklyn,Flatbush,2510 Bedford Avenue,2,1,0,2299.0
357,brooklyn,Farragut,1613 Brooklyn Avenue,2,2,0,2750.0
358,brooklyn,Bedford-Stuyvesant,264 Halsey Street,4,2,0,3699.0
359,brooklyn,Kensington,49 Parkville Avenue,2,1,0,2650.0
360,brooklyn,Crown Heights,688 Sterling Place,3,1.5,0,2725.0
361,brooklyn,Williamsburg,187 Johnson Avenue,4,1.5,0,5000.0
362,brooklyn,Gravesend,8301 Bay Parkway,1,1,765,1925.0
363,brooklyn,Greenpoint,26 West Street,0.5,1,0,2792.0
364,brooklyn,Williamsburg,1 N 4th Place,3,2.5,1388,10591.0
365,brooklyn,Downtown Brooklyn,257 Gold Street,1,1,0,4095.0
366,brooklyn,Prospect Park South,73 Saint Pauls Place,2,1,0,2080.0
367,brooklyn,Crown Heights,871 Bergen Street,2,1,0,3400.0
368,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
369,brooklyn,Williamsburg,92 Roebling Street,1,1.5,1400,5200.0
370,brooklyn,Sunset Park,430 61st Street,3,1,900,3000.0
371,brooklyn,Bushwick,471 Evergreen Avenue,1,1,0,2550.0
372,brooklyn,Cobble Hill,134 Amity Street,2,1,0,5500.0
373,brooklyn,Greenpoint,26 West Street,0.5,1,0,2792.0
374,brooklyn,Bushwick,193 Cornelia Street,2,1,0,2795.0
375,brooklyn,Bushwick,107 Suydam Street,2,1.5,0,2800.0
376,brooklyn,Prospect Lefferts Gardens,340 Rutland Road,3,1,0,3200.0
377,brooklyn,Brownsville,143 Rockaway Parkway,2,1,0,2150.0
378,brooklyn,New_Dev,86 Fleet Place,0.5,1,501,3101.0
379,brooklyn,Vinegar Hill,260 Water Street,2,1,0,5795.0
380,brooklyn,Bedford-Stuyvesant,715 De Kalb Avenue,3,1.5,0,3200.0
