,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
147,bronx,Kingsbridge Heights,114 West 238th Street,1,1,0,1650.0
148,bronx,New_Dev,276 Grand Concourse,1,1,0,2825.0
149,bronx,Mott Haven,329 East 132nd Street,2,2,0,2950.0
150,bronx,Pelham Gardens,2519 Woodhull Avenue,3,1,0,3200.0
151,bronx,Belmont,667 East 187th Street,1,1,0,1450.0
152,bronx,Concourse,143 East 149th Street,4,1.5,0,2850.0
153,bronx,Parkchester,2130 East Tremont Avenue,2,1,0,2150.0
154,bronx,Fordham,2482 Tiebout Avenue,3,1,0,2650.0
155,bronx,New_Dev,2401 3rd Avenue,2,2,0,4802.0
156,bronx,Mott Haven,101 Bruckner Boulevard,1,1,0,2300.0
157,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3300.0
158,bronx,New_Dev,2401 3rd Avenue,2,2,0,4962.0
159,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3200.0
160,bronx,Mt. Hope,1881 Grand Concourse,2,1,0,2150.0
161,bronx,Crotona Park East,1536 Longfellow Avenue,4,1,0,2350.0
162,bronx,Throgs Neck,194 Kearney Avenue,3,1,1332,2850.0
163,bronx,Mott Haven,329 East 132nd Street,0.5,1,0,2150.0
164,bronx,City Island,412 Minnieford Avenue,3,2,1325,4500.0
165,bronx,Riverdale,3240 Henry Hudson Parkway East,4,3,0,4350.0
166,bronx,North New York,454 East 138th Street,0.5,1,0,1788.0
167,bronx,Concourse,860 Grand Concourse,1,1,750,1950.0
168,bronx,New_Dev,276 Grand Concourse,2,2,0,3450.0
169,bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
170,bronx,Melrose,837 Washington Avenue,1,1,675,1800.0
171,bronx,Norwood,183 East Mosholu Parkway North,3,1,1800,2800.0
172,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
173,bronx,Norwood,75 West Mosholu Parkway North,0.5,1,0,1450.0
174,bronx,Williamsbridge,900A East 213rd Street,3,1,0,2250.0
175,bronx,Riverdale,5900 Arlington Avenue,0.5,1,0,1850.0
176,bronx,West Farms,946 Bronx Park South,1,1,0,1650.0
177,bronx,Pelham Parkway,2198 Cruger Avenue,3,1,0,2500.0
178,bronx,New_Dev,2401 3rd Avenue,2,2,0,4957.0
179,bronx,New_Dev,2401 3rd Avenue,2,2,0,4972.0
180,bronx,Mott Haven,101 Bruckner Boulevard,1,2,0,3600.0
181,bronx,Spuyten Duyvil,2750 Johnson Avenue,3,2,1400,3900.0
182,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
183,bronx,Parkchester,2240 East Tremont Avenue,0.5,1,395,1350.0
184,bronx,University Heights,2265 University Avenue,0.5,1,0,1450.0
185,bronx,Highbridge,1329 Inwood Avenue,4,1,0,2999.0
186,bronx,New_Dev,228 East 135th Street,2,1,0,2800.0
187,bronx,Highbridge,1329 Inwood Avenue,4,1,0,2750.0
188,bronx,City Island,535 Minnieford Avenue,3,2,1300,2950.0
189,bronx,New_Dev,276 Grand Concourse,3,2,0,4150.0
190,bronx,New_Dev,276 Grand Concourse,2,2,0,3550.0
191,bronx,New_Dev,276 Grand Concourse,2,2,0,3450.0
192,bronx,University Heights,30 West 181st Street,3,2,0,2700.0
193,bronx,New_Dev,276 Grand Concourse,1,1,0,3000.0
194,bronx,Spuyten Duyvil,3300 Netherland Avenue,1,1,0,2150.0
195,bronx,Spuyten Duyvil,3300 Netherland Avenue,2,2,1000,2650.0
196,bronx,New_Dev,2401 3rd Avenue,2,2,0,4796.0
197,bronx,New_Dev,224 East 135th Street,2,1,0,3432.0
198,bronx,New_Dev,276 Grand Concourse,0.5,1,0,2650.0
199,bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
200,bronx,New_Dev,2401 3rd Avenue,1,1,0,3132.0
201,bronx,New_Dev,2401 3rd Avenue,3,2,0,5025.0
202,bronx,Highbridge,1190 Shakespeare Avenue,1,1,0,1785.0
203,bronx,Kingsbridge Heights,3111 Heath Avenue,1,1,0,1795.0
204,bronx,Bedford Park,2876 Jerome Avenue,0.5,1,0,1525.0
205,bronx,Throgs Neck,928 Quincy Avenue,2,1,0,2000.0
206,bronx,Concourse,1241 College Avenue,2,1,0,1950.0
207,bronx,Mott Haven,112 Lincoln Avenue,0.5,1,0,2100.0
208,bronx,Soundview,1207 Boynton Avenue,1,1,0,1475.0
209,bronx,Morris Park,1614 Haight Avenue,2,1,1000,2095.0
210,bronx,Crotona Park East,1169 Hoe Avenue,2,1,0,2425.0
211,bronx,Crotona Park East,1536 Longfellow Avenue,4,1,0,2350.0
212,bronx,Melrose,425 East 154th Street,1,1,750,1895.0
213,bronx,Wakefield,652 East 230th Street,3,1,1000,2300.0
214,bronx,New_Dev,2401 3rd Avenue,0.5,1,439,2905.0
215,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3300.0
216,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3200.0
217,bronx,Parkchester,2220 East Tremont Avenue,1,1,621,1600.0
218,bronx,Mott Haven,329 East 132nd Street,1,1,0,2200.0
219,bronx,Melrose,706 Courtlandt Avenue,2,1,0,1900.0
220,bronx,Woodstock,3044 Third Avenue,1,1,0,1800.0
221,bronx,Belmont,667 East 187th Street,2,1,0,1625.0
222,bronx,Mott Haven,112 Lincoln Avenue,1,1,0,2650.0
223,bronx,University Heights,2115 Davidson Avenue,3,2,1083,2800.0
224,bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
