Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent,Long,Lat,ZipCode,Precinct,CrimeTotalPastYear,Train_Line,Dist_To_Line,Dist_To_Station,Dist_To_Entrance
queens,Glendale,71-40 68th Street,3.0,1.0,1044.83,2400.0,-73.88524200417457,40.7024057,11385,104.0,1473.0,M,0.0085376003999029,0.0100127782221254,0.010587896984981297
queens,East Elmhurst,22-24 92nd Street,1.0,2.0,949.84,2100.0,-73.87863865,40.769262600000005,11369,115.0,1943.0,7,0.0209530786837651,0.0209527462210463,0.0207817239602911
queens,Hunters Point,45-50 Pearson Street,0.5,1.0,562.43,2700.0,-73.9440847866228,40.74461655,11101,114.0,1881.0,7,0.0006912334850943,0.0017098071160545,0.0016281238183895879
queens,Long Island City,29-22 Northern Boulevard,2.0,2.0,1168.0,5175.0,-73.8548612,40.7584538,11368,115.0,1943.0,7,0.0067407345965905,0.0067404029966414,0.006945258766646204
queens,Flushing,143-29 Barclay Avenue,0.5,1.0,500.0,1500.0,-73.8270315,40.7582763,11355,109.0,2113.0,7,0.0032775446977694,0.0032776817161851,0.002167765417910508
queens,Flushing,143-09 Barclay Avenue,1.0,1.0,700.0,1800.0,-73.8232268,40.7592616,11355,109.0,2113.0,7,0.0068115943638483,0.0068116136078525,0.005232155547592377
queens,Long Island City,29-59 Northern Boulevard,2.0,2.0,1286.22,6364.0,-73.8548612,40.7584538,11368,115.0,1943.0,7,0.0067407345965905,0.0067404029966414,0.006945258766646204
queens,Astoria,21-22 Newtown Avenue,3.0,1.0,1044.67,2395.0,-73.92550326531503,40.7715968,11102,114.0,1881.0,N-W,0.0061651623785676,0.0062776682060143,0.006117041879733523
queens,Long Island City,41-15 23rd Street,1.0,1.0,681.65,3335.0,-73.9073589,40.7863459,11105,115.0,1943.0,N-W,0.0122383798871931,0.0122383798871931,0.012149185587421785
queens,Ozone Park,90-19 107th Avenue,2.0,2.0,1172.9,2900.0,-73.84728440954146,40.67853635,11417,102.0,1084.0,A,0.0026301624034689,0.003918763570876,0.0026957238673216842
queens,Astoria,27-15 Astoria Boulevard,1.0,1.0,640.0,3000.0,-73.92069202614864,40.7709884,11102,114.0,1881.0,N-W,0.0026640930877092,0.0027658094785493,0.0027968021235041645
queens,Hunters Point-Sunnyside-West Maspeth,27-19 44th Dr,0.5,1.0,443.0,2975.0,-73.94167904759615,40.7468007,11101,114.0,1881.0,M,0.0003983072996223,0.0021932907235151,0.0018442170354656911
queens,Forest Hills,110-56 71st Avenue,0.5,1.0,550.0,1600.0,-73.8396548472336,40.7226862,11375,112.0,676.0,E,0.0028870438381866,0.0049829742939534,0.003921069391447292
queens,Rego Park,64-21 Booth Street,2.0,1.0,1000.0,2250.0,-73.86151089251919,40.7281915,11374,112.0,676.0,F-M,0.0015171164570546,0.0015761296340515,0.001279868537971186
queens,Kew Gardens,83-46 118th Street,0.5,1.0,520.72,1425.0,-73.83464547885337,40.705714,11418,102.0,1084.0,J-Z,0.0065482626606291,0.0081865428127979,0.007502946373897694
queens,Kew Gardens,83-46 118th Street,2.0,1.0,845.49,2325.0,-73.83464547885337,40.705714,11418,102.0,1084.0,J-Z,0.0065482626606291,0.0081865428127979,0.007502946373897694
queens,Astoria,34-46 Vernon Boulevard,2.0,2.0,1224.2,4468.0,-73.94192014098704,40.76479495,10044,114.0,1881.0,F,0.0098762048439385,0.0110556929330369,0.010482778678226173
queens,Long Island City,29-22 Northern Boulevard,2.0,2.0,1168.0,5175.0,-73.8548612,40.7584538,11368,115.0,1943.0,7,0.0067407345965905,0.0067404029966414,0.006945258766646204
queens,Astoria,34-20 30th Street,0.5,1.0,524.81,1550.0,-73.92887683560102,40.75954125,11106,114.0,1881.0,N-W,0.0028252077272565,0.0032520600477227,0.0028777498209475254
queens,Astoria,30-70 48th Street,1.0,1.0,665.0,1995.0,-73.9101603375,40.75932865,11103,115.0,1943.0,R,0.0041463441520612,0.0045132488160489,0.003868684255491165
queens,Long Island City,29-59 Northern Boulevard,2.0,2.0,1286.22,6364.0,-73.8548612,40.7584538,11368,115.0,1943.0,7,0.0067407345965905,0.0067404029966414,0.006945258766646204
queens,Long Island City,29-17 40th Avenue,1.0,1.0,687.04,3500.0,-73.742318,40.772807,11363,111.0,860.0,F,0.0730859300179384,0.0730859300179384,0.07166784158370945
queens,Long Island City,38-12 31st Street,2.0,1.0,900.0,2750.0,-73.93253425318107,40.7535575,11101,114.0,1881.0,N-W,0.0007109713051325,0.000855394682513,0.0007529704662631375
queens,Kew Gardens Hills,69-94 136th Street,1.0,1.0,700.0,1800.0,-73.82885350000001,40.72691195,11367,107.0,1122.0,E,0.0115690652483687,0.0119898697476925,0.011981218146182745
queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1277.26,6090.0,-73.9616128,40.7396737,11109,114.0,1881.0,7,0.0059245405561508,0.0085572136109445,0.007916725052441067
queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,1.0,931.37,4950.0,-73.9616128,40.7396737,11109,114.0,1881.0,7,0.0059245405561508,0.0085572136109445,0.007916725052441067
queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1269.41,5850.0,-73.9616128,40.7396737,11109,114.0,1881.0,7,0.0059245405561508,0.0085572136109445,0.007916725052441067
queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1256.65,5460.0,-73.9616128,40.7396737,11109,114.0,1881.0,7,0.0059245405561508,0.0085572136109445,0.007916725052441067
queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1274.32,6000.0,-73.9616128,40.7396737,11109,114.0,1881.0,7,0.0059245405561508,0.0085572136109445,0.007916725052441067
queens,Hunters Point,4545 Center Boulevard,2.0,2.0,1240.13,4955.0,-73.9563172,40.7477112,11109,114.0,1881.0,M,0.0024240348554484,0.0057746046950029,0.005447054394311493
queens,Corona,96-02 57th Avenue,1.0,1.0,713.0,1976.0,-73.86518880780383,40.7364228,11368,110.0,2102.0,R,0.0045333730017896,0.0053910917488947,0.004704709591521204
queens,Forest Hills,67-30 Clyde Street,1.0,1.0,816.0,2500.0,-73.85592237670731,40.7218485,11375,112.0,676.0,F-M,0.0053871223736037,0.0055733839394405,0.0053162113351912415
queens,Hunters Point,4615 Center Boulevard,1.0,1.0,695.55,3760.0,-73.9560426,40.7471411,11109,114.0,1881.0,M,0.00283376582264,0.0051425296735682,0.00481426760261882
queens,Ridgewood,68-07 Forest Avenue,4.0,1.5,1425.46,3300.0,-73.90117603496242,40.7034173,11385,104.0,1473.0,M,0.0021504488861042,0.0021437113324995,0.0015885050465314012
queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0,1881.0,M,0.0004784178345334,0.0005734519036953,0.00038550959691386846
queens,Astoria,21-02 29th Avenue,1.0,1.0,689.0,2650.0,-73.92720886368058,40.77028715,11102,114.0,1881.0,N-W,0.0067186896520122,0.0067186896520122,0.006586799051433244
queens,Woodhaven,90-10 Jamaica Avenue,0.5,1.0,536.09,1895.0,-73.8543046,40.6927783,11421,102.0,1084.0,J-Z,0.0001262059454325,0.0024353925162161,0.0018692797434680536
queens,Flushing,45-03 162nd Street,3.0,1.0,1050.0,2300.0,-73.8044384,40.7562209,11358,109.0,2113.0,7,0.0258136794354523,0.0258137257285062,0.024263260015289015
queens,Kew Gardens,84-47 Lefferts Boulevard,1.0,1.0,636.34,1950.0,-73.83200472860341,40.70309825,11415,102.0,1084.0,J-Z,0.0033342492620709,0.0044954557210761,0.003786942956728747
queens,Ditmars-Steinway,24-44 27th Street,2.0,1.0,844.67,2300.0,-73.91913188167564,40.77313835,11102,114.0,1881.0,N-W,0.0031558752555822,0.0032700911798424,0.0028973937679073448
queens,Ridgewood,1923 Cornelia Street,1.0,1.0,644.51,2200.0,-73.9022742244898,40.70332419387755,11385,104.0,1473.0,M,0.0013605484056159,0.001350764814333,0.0011246792601826239
queens,Ridgewood,60-01 70th Avenue,2.0,1.0,800.0,2300.0,-73.8988205178869,40.70174075,11385,104.0,1473.0,M,0.0050309360967863,0.0050235644527871,0.004476184702641496
queens,Ditmars-Steinway,23-26 33rd Street,3.0,2.0,1450.0,3600.0,-73.91266120929512,40.77311245,11105,115.0,1943.0,N-W,0.0020229071079631,0.0020229071079631,0.0017725664090595347
queens,Corona,97-11 Horace Harding Expressway,1.0,1.0,713.0,2003.0,-73.8618949638064,40.7360732,11368,110.0,2102.0,R,0.005640153589741,0.0063152949489408,0.005676363911870295
queens,Astoria,25-55 33rd Street,2.0,1.0,800.0,2000.0,-73.91765708840842,40.7683308,11103,115.0,1943.0,N-W,0.0019358148818994,0.0017615005595777,0.0018418056226273273
queens,Ditmars-Steinway,21-14 21st Avenue,1.0,1.0,600.0,1550.0,-73.9142697,40.7817654,11105,115.0,1943.0,N-W,0.0070913797452603,0.0070913797452603,0.006971214756837825
queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0,1881.0,M,0.0004784178345334,0.0005734519036953,0.00038550959691386846
queens,Astoria,32-06 29th Street,2.0,1.0,854.49,2600.0,-73.9272737,40.7625486,11106,114.0,1881.0,N-W,0.001910246009425,0.001830664101491,0.00176707033580171
queens,Astoria,31-27 37th Street,2.0,1.0,887.2,3600.0,-73.91904814604243,40.76126055,11103,115.0,1943.0,R,0.0026446763114313,0.0045216818714373,0.0030062843493436496
queens,Sunnyside,47-28 40th Street,2.0,1.0,844.67,2300.0,-73.9250463,40.74100055,11104,104.0,1473.0,7,0.0029648896710803,0.0029652034838778,0.002813726295815293
queens,Forest Hills,110-11 72nd Avenue,1.0,1.0,950.0,2200.0,-73.8398281,40.7211021,11375,112.0,676.0,E,0.0013841252897876,0.004217055149752,0.002796822090082985
queens,Forest Hills,65-15 Yellowstone Boulevard,1.0,1.0,631.43,1800.0,-73.85033965731306,40.7306261,11375,112.0,676.0,R,0.0045469347135621,0.0048305395802047,0.00443940165729915
queens,Sunnyside,41-33 49th Street,2.0,1.0,849.58,2450.0,-73.91517055455589,40.74521665,11377,104.0,1473.0,7,0.0023485853211889,0.00283062331162,0.0023858142176892538
queens,Bayside,36-24 216th Street,0.5,1.0,529.71,1700.0,-73.76807675,40.7681893,11361,109.0,2113.0,F,0.0577308472212477,0.0577308472212477,0.05674714093115774
queens,Forest Hills,65-15 Yellowstone Boulevard,1.0,1.0,629.79,1750.0,-73.85033965731306,40.7306261,11375,112.0,676.0,R,0.0045469347135621,0.0048305395802047,0.00443940165729915
queens,Jamaica,153-30 89th Avenue,2.0,2.0,933.0,2825.0,-73.80223285312294,40.70519205,11432,103.0,1705.0,F,0.002611424331569,0.0026037678201865,0.0023496805712036168
queens,Jamaica,147-40 Archer Avenue,1.0,1.0,652.43,2442.0,-73.8067421,40.7007227,11433,103.0,1705.0,E,0.0001332468264845,0.0013076681334976,0.0006337648186219505
queens,Forest Hills,67-54 Burns Street,3.0,1.5,1250.0,3400.0,-73.85454823972081,40.72223365,11375,112.0,676.0,F-M,0.0044891496390987,0.0045931485901865,0.004471292064101865
queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,743.31,5220.0,-73.8548612,40.7584538,11368,115.0,1943.0,7,0.0067407345965905,0.0067404029966414,0.006945258766646204
queens,Sunnyside,47-40 41st Street,1.0,1.0,633.06,1850.0,-73.92423795999632,40.74052905,11104,104.0,1473.0,7,0.003259184247607,0.0032595176656978,0.003181881969209337
queens,Forest Hills,105-28 65th Avenue,0.5,1.0,521.53,1450.0,-73.85022308289473,40.7310164,11375,112.0,676.0,R,0.0049499979471014,0.0052253539068807,0.004846735574850047
queens,Ditmars-Steinway,22-39 73rd Street,1.0,1.0,628.16,1700.0,-73.8957274,40.76707995,11370,115.0,1943.0,R,0.0173471978751065,0.0176089780112784,0.017607419085752977
queens,Astoria,43-12 30th Avenue,3.0,1.5,1235.12,3500.0,-73.91229613770798,40.76240055,11103,115.0,1943.0,R,0.0057753860348311,0.0062058265048084,0.005885286252616259
queens,Astoria,14-19 Astoria Boulevard,1.0,1.0,675.0,2000.0,-73.92825095,40.772334,11102,114.0,1881.0,N-W,0.0087590542956929,0.0087590542956929,0.00863825323677261
queens,Hunters Point,22-44 Jackson Avenue,0.5,1.0,572.41,3005.0,-73.9537038,40.7419808,11109,114.0,1881.0,G,3.071158058102812e-05,0.0006567821526418,0.0007096951641332326
queens,Ridgewood,55-27 Myrtle Avenue,2.0,1.0,888.84,3650.0,-73.9075078,40.7001268,11418,104.0,1473.0,M,0.0026450783339727,0.0027931846413901,0.0026532103644205415
queens,Hunters Point,22-44 Jackson Avenue,1.0,1.0,745.93,5300.0,-73.9537038,40.7419808,11109,114.0,1881.0,G,3.071158058102812e-05,0.0006567821526418,0.0007096951641332326
queens,Astoria,31-19 37th Street,2.0,1.0,887.2,3600.0,-73.9264879,40.7522402,11101,114.0,1881.0,R,2.653203048362479e-05,0.0025457469656611,0.0007230237600438547
queens,Queensbridge-Ravenswood-Long Island City,30-02 39th Avenue,0.5,1.0,578.82,3201.0,-73.9340578,40.7521206,11101,114.0,1881.0,N-W,0.0002645841359542,0.0013668261076527,0.001181368478507508
queens,Ditmars-Steinway,20-72 Steinway Street,1.0,1.0,650.0,1850.0,-73.90362171652639,40.7751501,11105,115.0,1943.0,N-W,0.0084130618680488,0.0084130618680488,0.00827022954649287
queens,Astoria,31-19 37th Street,2.0,1.0,887.2,3600.0,-73.9264879,40.7522402,11101,114.0,1881.0,R,2.653203048362479e-05,0.0025457469656611,0.0007230237600438547
queens,Hunters Point-Sunnyside-West Maspeth,28-10 Jackson Avenue,2.0,2.0,1261.88,5620.0,-73.9386495,40.7483015,11101,114.0,1881.0,M,0.0011087123719344,0.0016320645649975,0.0004375963772756653
queens,Auburndale,47-41 194th Street,2.0,1.0,900.0,2500.0,-73.78624644704458,40.75117815,11358,109.0,2113.0,F,0.038608994680505,0.038608994680505,0.03819481608354753
queens,Long Island City,38-35 Crescent Street,2.0,1.0,886.38,3575.0,-73.9363959244197,40.75479545,11101,114.0,1881.0,N-W,0.00375028805714,0.0040858807182636,0.003973595316844658
queens,Hunters Point,22-44 Jackson Avenue,1.0,1.0,703.4,4000.0,-73.9537038,40.7419808,11109,114.0,1881.0,G,3.071158058102812e-05,0.0006567821526418,0.0007096951641332326
queens,Hunters Point,22-44 Jackson Avenue,1.0,1.0,703.4,4000.0,-73.9537038,40.7419808,11109,114.0,1881.0,G,3.071158058102812e-05,0.0006567821526418,0.0007096951641332326
queens,Jamaica,152-09 88th Avenue,3.0,2.0,1410.39,4141.0,-73.80489459847828,40.7062302,11432,103.0,1705.0,F,0.0020587934814195,0.0020924559683218,0.0008769045381471694
queens,Hunters Point,22-44 Jackson Avenue,1.0,1.0,706.67,4100.0,-73.9537038,40.7419808,11109,114.0,1881.0,G,3.071158058102812e-05,0.0006567821526418,0.0007096951641332326
queens,Astoria,25-80 37th Street,2.0,1.5,1015.33,2800.0,-73.91500811467873,40.7668978,11103,115.0,1943.0,N-W,0.0043960534946776,0.00440266296396,0.004272315886444755
queens,Ditmars-Steinway,22-28 42nd Street,1.0,1.0,654.33,2500.0,-73.90556098172044,40.7713567,11105,115.0,1943.0,N-W,0.0074454524150354,0.0074454524150354,0.007316116421604719
