,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
281,queens,Astoria,30-67 33rd Street,1,1,700,1850.0
282,queens,Jamaica,147-40 Archer Avenue,3,2,0,4000.0
283,queens,Jamaica,147-40 Archer Avenue,3,2,0,3391.0
284,queens,Jamaica,147-40 Archer Avenue,2,2,0,3440.0
285,queens,Jamaica,147-40 Archer Avenue,2,2,0,3055.0
286,queens,New_Dev,43-22 Queens Street,1,1,0,4440.0
287,queens,Far Rockaway,20-25 Seagirt Boulevard,1,1,756,1865.0
288,queens,Jamaica,147-40 Archer Avenue,2,2,0,2875.0
289,queens,Jamaica,147-40 Archer Avenue,2,2,0,2800.0
290,queens,Astoria,28-31 34th Street,1,1,0,1800.0
291,queens,Jamaica,147-40 Archer Avenue,1,1,0,2550.0
292,queens,Jamaica,147-40 Archer Avenue,1,1,0,2450.0
293,queens,Jamaica,147-40 Archer Avenue,1,1,0,2375.0
294,queens,Astoria,30-36 35th Street,3,2,1500,4195.0
295,queens,Ditmars-Steinway,23-31 37th Street,1,1,0,1970.0
296,queens,Jamaica,147-40 Archer Avenue,1,1,0,2350.0
297,queens,Astoria,32-23 35th Street,2,1,0,2395.0
298,queens,Jamaica,147-40 Archer Avenue,0.5,1,0,2055.0
299,queens,Corona,96-08 57th Avenue,1,1,718,2082.0
300,queens,Kew Gardens,123-33 83rd Avenue,1,1,0,2300.0
301,queens,East Flushing,40-05 195th Street,1,1,0,1700.0
302,queens,Jamaica,147-40 Archer Avenue,0.5,1,0,2080.0
303,queens,Jamaica,147-40 Archer Avenue,0.5,1,0,1946.0
304,queens,Astoria,31-74 44th Street,1,1,600,1650.0
305,queens,Flushing,41-80 Frame Place,1,1,700,1750.0
306,queens,Jamaica,147-40 Archer Avenue,0.5,1,0,1946.0
307,queens,Rego Park,65-38 Austin Street,2,2,0,2750.0
308,queens,Hunters Point,47-05 Center Boulevard,0.5,1,515,3100.0
309,queens,Astoria,31-11 47th Street,2,1,800,1695.0
310,queens,Ditmars-Steinway,22-12 42nd Street,3,1,1300,2695.0
311,queens,Forest Hills,75-44 113rd Street,3,1.5,900,2150.0
312,queens,New_Dev,43-22 Queens Street,1,1,0,4440.0
313,queens,Ridgewood,1636 Norman Street,3,1,0,2495.0
